time,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,SAB,SHB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB
8/14/2024,19.68,70.92,38.45,41.51,21.81,109.74,70.24,32.63,16.64,21.21,15.27,76.5,65.65,47.61,11.03,48.51,8.03,21.78,29.2,20.65,12.73,58.44,37.2,14.86,20.4,102.5,65.46,17.52
8/15/2024,19.63,69.74,38.13,40.99,21.84,109.07,69.55,31.89,16.8,21,15.18,75,64.96,47.41,10.79,48.51,7.99,21.43,28.95,20.6,12.65,58.17,37.85,15,20.4,102.8,65.28,17.52
8/16/2024,20.05,71.22,38.82,42.14,22.29,110.68,70.75,33.75,17.38,21.33,15.7,77.3,68.02,48.96,11.12,49.03,8.14,22.68,29.35,20.9,12.95,58.51,38.4,15.25,20.58,105,65.28,17.91
8/19/2024,20.09,71.41,39.15,42.66,22.39,110.59,72.38,33.94,17.35,21.54,15.7,77.8,68.02,48.77,11.16,50.33,8.14,22.47,29.65,21.33,12.95,58.97,38.6,15.51,20.58,105,67.23,17.96
8/20/2024,20.14,71.41,40.17,42.66,22.77,111.44,72.38,34.29,17.22,21.5,15.83,77.6,68.51,47.85,11.16,50.51,8.18,22.64,29.65,21.29,12.98,60.3,39.4,15.43,20.85,105.4,66.87,18.11
8/21/2024,20.39,70.92,41.36,42.86,23.46,113.13,72.81,34.43,17.41,21.79,16.15,77.5,68.81,47.22,11.36,49.99,8.22,22.92,29.95,21.43,13.24,61.63,39.75,15.4,20.92,104.9,66.61,18.25
8/22/2024,20.39,70.92,41.11,42.95,23.73,113.39,72.38,33.99,17.41,21.46,15.93,78,69.01,47.41,11.24,49.64,8.18,22.95,29.9,21.77,13.32,61.36,39.8,15.53,20.78,104.5,65.64,18.25
8/23/2024,20.43,71.31,41.27,44.39,23.97,112.79,72.55,34.63,17.41,21.71,16.02,77.9,69.01,47.41,11.2,49.55,8.18,23.3,29.95,21.82,13.24,61.36,39.75,15.53,20.78,104.5,66.26,18.25
8/26/2024,20.43,69.84,41.03,43.91,23.73,111.44,72.12,34.24,17.41,21.67,15.96,76.2,68.81,46.98,11.08,49.38,8.14,23.54,29.75,21.92,13.17,61.1,40.5,15.48,21.08,104.5,64.93,18.5
8/27/2024,20.43,69.15,40.54,43.72,23.9,112.29,71.52,34.14,17.41,21.46,15.93,76.8,68.81,47.51,11.12,49.64,8.14,23.16,29.6,22.07,13.13,60.76,41.4,15.44,22.55,104,65.02,18.5
8/28/2024,20.47,68.46,40.54,43.33,23.94,112.96,71.78,34.82,17.38,21.42,16.09,77.1,68.41,47.8,11.28,49.99,8.14,23.61,29.55,22.41,13.13,60.5,40.9,15.44,22.2,103.8,65.37,18.45
8/29/2024,20.6,70.43,40.29,43.48,24.01,113.3,71.44,34.48,17.57,21.33,16.22,76.9,68.12,47.22,11.2,49.99,8.1,23.54,30.45,22.41,13.21,60.76,41.5,15.44,22.1,104.7,65.02,18.45
8/30/2024,20.72,70.92,39.97,43.62,24.04,114.23,71.35,34.53,17.8,21.25,16.22,76.5,68.81,47.03,11.12,50.07,8.1,23.37,30.55,22.75,13.24,60.9,41.5,15.48,22.1,105.3,65.37,18.45
9/4/2024,20.6,70.92,40.01,42.86,24.21,112.71,71.87,33.9,17.41,21.04,15.93,75.3,68.12,45.48,10.91,49.81,7.99,22.99,30.1,22.41,13.06,60.43,42.5,15.36,22,104.3,65.72,18.01
9/5/2024,20.47,70.82,39.8,42.86,24.01,110.68,71.35,33.11,17.32,20.87,15.63,74.1,66.94,44.56,10.79,49.64,7.99,22.95,29.6,22.21,13.02,59.83,43.75,15.31,22.52,103.8,66.08,17.82
9/6/2024,20.55,70.92,40.29,42.95,24.35,111.95,72.04,33.7,17.19,21.17,15.67,76,67.03,45.43,10.83,49.38,7.95,23.16,29.9,22.21,13.09,59.9,43.9,15.27,22.32,103.8,66.7,17.96
9/9/2024,20.43,70.13,40.09,42.18,24.31,111.27,72.55,33.7,17.03,21.33,15.63,75.4,66.54,44.95,10.79,48.94,7.95,22.82,29.5,22.07,13.02,59.9,43,15.1,21.85,103,66.17,17.86
9/10/2024,20.26,70.43,39.64,41.51,23.97,110.17,72.04,33.31,16.9,20.96,15.5,75.2,66.84,44.9,10.74,48.16,7.91,22.47,29.2,21.68,13.17,59.1,42.8,15.1,21.5,104.2,66.26,17.67
9/11/2024,20.18,70.33,39.48,41.32,23.97,110.68,71.61,33.31,16.93,21.12,15.6,75.1,66.84,44.32,10.62,48.24,7.91,22.54,29.6,21.53,13.21,58.71,43,15.06,21.5,105,65.99,17.77
9/12/2024,20.43,70.33,39.52,41.08,24.01,112.12,71.61,33.75,16.84,20.92,15.67,75.1,66.54,43.93,10.66,48.24,7.95,22.37,29.7,21.72,13.43,59.44,43.1,15.31,21.45,105.3,66.08,18.01
9/13/2024,20.39,69.84,39.39,40.99,23.94,112.71,69.94,33.8,16.96,20.83,15.6,74.2,66.25,44.32,10.58,48.85,7.91,22.4,29.8,21.63,13.43,59.7,43,15.19,21.45,104.8,64.49,17.96
9/16/2024,20.18,69.25,39.03,40.94,23.77,111.1,68.34,34.09,16.84,20.71,15.6,72.9,65.16,43.54,10.17,48.59,7.87,22.26,29.55,21.63,13.32,59.04,41.75,15.19,21.02,104,63.6,17.86
9/17/2024,20.47,70.33,39.8,41.08,23.97,112.62,68.43,34.78,17.09,21.04,15.83,74.5,65.85,43.54,10.37,49.2,7.99,22.68,29.85,22.16,13.43,60.1,44,15.31,21.45,105,64.93,18.16
9/18/2024,20.6,70.33,40.09,41.08,24.49,114.07,68.81,34.73,17.16,20.92,15.93,74.4,67.23,43.54,10.54,48.85,7.95,23.16,30.25,22.41,13.5,60.43,43.9,15.4,21.32,105.1,64.84,18.16
9/19/2024,20.72,70.82,40.25,41.13,24.69,114.57,69.09,34.87,17.25,21.04,15.93,74.4,67.23,43.88,10.37,49.2,7.95,23.3,30.5,22.6,13.5,60.76,44.15,15.44,21.45,105.1,64.84,18.25
9/20/2024,21.43,70.23,40.09,41.32,24.69,114.66,68.81,34.78,17.38,21.37,16.15,74.7,67.03,44.51,10.37,49.99,8.03,23.3,30.85,22.94,13.39,60.17,43.75,15.57,21.15,105.2,64.31,18.45
9/23/2024,21.43,70.43,39.8,41.99,24.62,113.56,68.71,34.73,17.35,21.42,16.19,74.4,66.34,43.78,10.33,49.99,7.95,23.63,30.8,22.75,13.54,60.37,43.65,15.61,21.18,105,64.49,18.5
9/24/2024,21.56,70.92,40.25,41.85,24.73,113.98,69.37,35.31,17.35,21.54,16.48,74.8,67.13,43.74,10.41,50.07,8.03,23.63,31.85,22.94,13.67,60.56,44.25,16.12,21.28,105.1,64.35,18.69
9/25/2024,21.89,71.41,40.87,41.56,24.69,114.23,69.47,35.17,17.51,21.83,16.81,75.5,67.72,43.93,10.79,49.99,8.1,24.38,32.7,23.19,13.85,61.63,44.15,16.41,21.3,104.6,63.71,18.93
9/26/2024,21.72,70.92,40.87,41.51,24.97,113.81,69.66,35.56,18.18,21.71,16.77,76.1,67.33,44.12,10.79,50.6,8.26,24.43,32.75,23.48,14.78,61.43,44.4,16.37,21.3,105.1,64.71,19.08
9/27/2024,21.64,70.23,40.95,41.51,25.38,113.73,69.19,35.17,18.18,21.71,16.77,75.9,66.54,43.49,10.79,50.94,8.45,24.52,33.6,23.58,15,61.43,43.4,16.33,21.25,105.1,64.99,19.23
9/30/2024,21.51,69.15,40.62,41.08,25.34,113.98,68.9,34.92,18.12,21.96,16.77,75.7,67.13,43.06,10.83,50.33,8.45,24.78,33.35,23.58,15.27,61.1,42.8,16.28,21,105,64.17,19.57
10/1/2024,21.51,69.25,40.62,41.61,25.03,115.17,68.71,35.17,17.99,22.29,16.74,76.6,66.84,43.06,10.91,50.33,8.49,24.7,33.5,24.01,15.18,61.1,43.45,16.71,21.15,105.3,64.17,19.37
10/2/2024,21.56,68.46,40.7,41.42,24.69,114.74,68.62,35.31,17.7,21.92,16.77,76,66.44,43.49,10.87,49.55,8.37,24.52,33.55,24.26,15.54,61.56,43.4,16.5,21.02,105,64.17,19.18
10/3/2024,21.47,68.06,40.46,41.13,24.83,113.56,68.24,34.73,17.77,21.83,16.64,76,65.36,42.96,10.58,49.46,8.41,24.47,33.75,23.72,15.54,61.49,41.6,16.24,20.68,105.5,64.35,19.47
10/4/2024,21.22,66.88,40.21,41.08,24.42,113.64,69,34.09,17.54,21.83,16.38,75.6,65.46,43.64,10.7,49.29,8.33,24.25,33.1,23.43,15.32,61.29,41.5,16.24,20.5,105.3,62.7,19.47
10/7/2024,21.26,67.37,40.09,41.18,24.55,113.64,68.62,33.99,17.25,22,16.45,74.8,65.36,43.49,10.54,49.38,8.33,24.52,33.8,23.53,15.54,61.1,41.2,16.2,20.42,105,61.42,19.47
10/8/2024,21.31,67.67,39.97,41.18,24.52,113.39,68.34,34.24,17.48,22.46,16.45,75.2,64.27,43.2,10.58,49.03,8.26,24.34,33.7,23.77,15.58,60.76,41.6,16.2,20.45,104.8,62.43,19.57
10/9/2024,21.93,67.37,40.42,41.47,24.76,114.74,68.43,34.82,17.35,22.92,16.71,77,63.29,42.96,10.7,49.11,8.3,24.25,34.15,24.01,15.63,60.43,42.5,16.2,20.8,105.6,62.06,19.71
10/10/2024,21.89,67.28,40.66,42.09,24.79,120.08,69,34.82,17.64,22.71,16.64,80,64.08,43.06,10.66,50.25,8.26,24.47,33.6,23.92,15.49,61.03,42.15,16.12,20.7,106,61.97,20.01
10/11/2024,21.81,67.28,40.38,42.28,24.86,118.3,68.9,34.68,17.57,22.75,16.68,81.1,63.58,43.25,10.41,50.07,8.3,24.38,33.8,23.82,15.54,60.76,43.6,16.12,20.9,108.9,61.97,20.15
10/14/2024,21.68,67.28,40.38,42.18,24.73,116.61,68.62,35.46,17.35,22.54,16.87,80.3,62.7,43.01,10.58,49.81,8.3,24.56,33.9,23.72,15.49,60.7,45.35,16.07,21.08,107.3,61.51,20.1
10/15/2024,21.6,66.78,40.87,41.9,24.79,116.1,68.43,34.92,17.45,22.62,16.74,80.8,63.49,41.46,10.41,49.72,8.3,24.21,33.7,23.62,15.49,60.7,44.65,16.2,20.82,105.9,61.14,20.3
10/16/2024,21.51,66.78,40.74,41.99,24.9,115.51,67.77,35.26,17.38,22.58,16.64,80.4,64.57,40.49,10.41,50.33,8.26,24.07,33.6,23.58,15.54,60.76,45,16.16,20.75,105.8,61.79,20.3
10/17/2024,21.85,66.49,41.11,42.18,25.07,116.1,67.3,35.17,17.09,22.71,16.91,81,64.87,40.88,10.37,49.9,8.3,24.38,34.6,23.72,15.89,61.23,45.1,16.33,20.78,105.3,61.88,20.35
10/18/2024,21.81,66.49,41.11,42.18,24.86,116.1,67.49,35.02,17.35,22.46,16.81,80.4,64.77,40.98,10.33,49.99,8.33,24.3,35.55,23.82,15.8,61.36,45.25,16.45,20.9,106.5,61.69,20.01
10/21/2024,21.56,65.5,40.58,41.94,24.35,114.83,67.49,34.38,17.32,22.29,16.68,80.2,64.87,40.25,10.29,49.29,8.3,23.9,35.25,23.53,15.54,61.1,47.8,16.2,21.12,105.6,61.6,20.1
10/22/2024,21.22,64.03,39.84,41.42,24.01,112.79,67.02,32.97,17.35,22.21,16.48,78.9,65.36,40.45,10.08,48.77,8.22,23.72,35,23.58,15.36,60.7,48.25,15.82,21.1,104.2,61.6,20.05
10/23/2024,21.22,64.62,39.56,41.51,24.04,113.73,66.74,32.72,17.32,22.04,16.48,79.4,64.77,40.93,10.12,48.77,8.18,23.9,35.8,23.58,15.67,60.76,47,15.78,21.6,104.4,61.6,19.91
10/24/2024,20.89,64.81,39.23,41.66,23.9,113.81,66.83,32.14,17.28,22.04,16.12,78.5,64.47,40.4,10,48.68,8.1,23.81,33.4,23.04,15.14,60.9,43.85,15.61,21.02,104.2,62.61,19.47
10/25/2024,20.8,64.62,38.82,41.56,23.73,113.56,66.74,31.5,17.28,22.04,16.09,77.2,64.57,40.2,9.84,48.33,7.99,23.72,33.45,22.89,15.14,60.96,43.85,15.4,20.78,104.2,62.24,19.57
10/28/2024,21.01,64.42,38.82,41.42,23.8,114.32,66.55,31.75,17.12,22.29,16.19,77.9,64.57,40.64,9.88,48.33,8.03,23.81,33.75,23.04,15.27,61.1,42.7,15.4,20.72,103.6,61.51,19.57
10/29/2024,21.05,65.8,38.86,41.47,23.97,114.74,66.64,32.19,17.54,22.54,16.32,78,65.56,40.54,9.96,48.24,8.07,23.72,34.05,23.14,15.18,61.1,42.75,15.82,20.68,103.9,61.33,19.71
10/30/2024,20.97,65.4,38.99,41.18,23.83,115.17,66.46,31.94,17.48,22.5,16.32,78.1,65.06,40.06,9.96,48.07,8.07,23.41,34.8,23.38,15.32,60.9,41.15,16.03,20.5,103.9,60.69,19.71
10/31/2024,21.22,66.09,39.03,41.23,24.49,115.17,66.36,32.14,17.28,22.42,16.35,76.6,65.56,39.77,9.88,48.07,8.14,23.63,35.2,23.28,15.36,62.16,41.5,15.99,20.78,105,60.5,19.91
11/1/2024,20.8,65.7,39.03,41.8,24.42,114.07,66.08,31.55,17.06,22.12,16.06,74.5,65.06,39.28,9.59,48.16,8.1,23.27,35,23.09,15.14,62.09,41.5,15.91,20.6,104.7,60.23,19.62
11/4/2024,20.68,65.8,38.99,41.99,24.49,112.54,65.8,30.82,16.74,21.92,15.96,73.2,64.18,38.61,9.46,48.33,8.03,23.32,34.9,22.84,14.69,61.43,41.5,15.61,20.6,104,60.05,19.18
11/5/2024,20.68,65.8,38.74,42.18,24.04,112.37,65.51,31.36,16.74,22.08,15.96,73.1,64.67,38.75,9.55,48.33,8.1,23.23,34.85,22.84,14.69,61.49,41.5,15.61,20.65,103.5,59.95,19.18
11/6/2024,20.97,67.4,39.27,42.33,24.62,114.07,65.99,32.97,16.96,22.46,16.22,74.2,64.67,38.85,9.75,48.59,8.18,23.5,35.5,23.28,15.05,61.69,41.55,15.69,20.9,104.9,60.23,19.32
11/7/2024,20.97,67.4,38.9,42.09,24.42,114.49,65.99,32.58,16.87,22.46,16.19,73.3,64.47,38.99,9.67,48.42,8.14,23.41,35.6,23.23,14.92,61.89,41.4,15.61,20.85,104.3,60.32,19.18
11/8/2024,20.8,66.6,38.74,43.29,24.01,115.08,65.89,32.14,16.87,22.5,16.02,72.3,64.08,38.75,9.67,48.07,8.1,23.18,35.5,22.99,14.78,61.23,40,15.44,20.52,104.6,60.14,18.98
11/11/2024,20.76,67.5,38,43.86,23.97,117.2,65.99,32.63,16.42,23.08,15.86,73.5,62.11,37.98,9.67,48.16,8.07,22.83,33.8,22.6,14.38,61.1,40.6,15.36,20.4,104.5,59.68,18.69
11/12/2024,20.76,67.8,37.84,43.33,23.66,115.93,65.7,32.14,16.58,22.92,15.73,72.5,59.94,38.12,9.67,49.29,8.03,22.83,33.55,22.46,14.29,61.03,40.3,15.48,20.27,104.5,59.41,18.59
11/13/2024,20.8,67.9,37.72,43.33,23.56,116.78,65.42,31.8,16.48,22.54,15.76,73,61.02,37.64,9.67,49.46,8.03,22.61,33.4,22.55,14.34,61.43,40.3,15.44,20.3,103.6,59.5,18.84
11/14/2024,20.51,68.6,37.19,42.52,23.05,115.25,64.95,31.06,16.22,21.92,15.53,71.4,60.43,37.69,9.5,48.85,7.95,21.94,32.5,22.21,13.98,61.1,40.35,15.36,20.35,103.3,59.5,18.5
11/15/2024,20.39,68,36.53,42.57,22.7,113.47,64.57,30.56,15.87,21.58,15.34,70.6,59.05,37.16,9.3,48.33,7.84,21.28,32.4,21.87,13.85,60.9,40.25,15.31,20.27,103.3,58.31,18.2
11/18/2024,20.47,67,36.33,41.99,22.84,113.56,64.95,30.71,15.77,21.5,15.27,70.3,58.06,36.48,9.34,48.33,7.84,21.59,32.6,21.87,14.21,60.43,40.8,15.36,20.2,101.7,57.85,18.2
11/19/2024,20.3,64,36.45,42.68,22.87,110.17,63.91,29.97,15.84,21.21,15.11,70,56.68,37.06,9.26,47.9,7.76,21.19,31.95,21.82,14.03,59.77,42.2,15.23,20.18,101.7,57.67,18.01
11/20/2024,20.47,65.7,36.78,42.78,23.32,112.2,63.63,30.37,15.84,21.33,15.37,70.3,55.99,37.35,9.38,48.33,7.84,21.59,32.4,22.26,14.25,59.97,43.3,15.31,20.18,102,58.22,18.2
11/21/2024,20.76,65.5,37.06,43.37,24.01,112.71,64.2,30.76,15.94,21.54,15.67,71.3,57.87,37.78,9.46,48.16,7.87,21.85,33.05,22.6,14.43,60.1,43.3,15.44,20.18,101.7,58.49,18.69
11/22/2024,20.85,65.8,37.35,43.37,24.01,113.47,65.14,30.46,15.87,21.75,15.67,71,58.16,37.88,9.42,48.24,7.87,21.63,32.65,22.89,14.29,60.17,41.6,15.36,20.23,101.7,58.86,18.55
11/25/2024,20.8,65.7,37.23,43.42,24.07,113.47,65.23,30.46,15.87,21.92,15.63,72.2,58.16,38.12,10.04,48.33,7.91,21.76,32.85,22.89,14.34,60.63,42.7,15.61,20.5,102.8,58.86,18.55
11/26/2024,20.89,66.1,37.8,43.42,24.21,114.57,65.51,30.86,16.1,21.96,15.73,72.7,59.15,37.98,10.21,48.85,7.95,21.85,33.2,22.94,14.34,61.36,42.4,15.65,20.52,103.2,59.31,18.55
11/27/2024,20.93,66.1,37.88,43.61,24.11,117.71,65.23,30.81,16.16,21.92,15.73,72.7,59.35,37.83,10.37,48.85,7.91,21.59,33.2,22.89,14.34,61.56,41.9,15.61,20.38,102.4,59.13,18.55
11/28/2024,21.01,66.2,37.68,43.57,24.28,118.13,65.23,30.91,16.26,22,15.67,72.4,59.15,38.7,10.29,48.33,7.87,21.59,33.15,22.99,14.43,61.49,41.1,15.95,20.35,102.2,59.04,18.55
11/29/2024,21.05,66.5,38.21,46.61,24.52,122.29,65.51,30.86,16.29,22.29,15.76,73.2,59.64,38.7,10.25,48.85,7.91,21.81,33.3,22.99,14.38,61.96,40.8,16.03,20.25,102.4,59.13,18.64
12/2/2024,21.01,66.5,38,48.08,24.59,121.34,65.14,31.01,16.32,22.42,15.76,72.6,59.54,38.46,10.25,48.94,7.91,21.72,33.1,23.04,14.29,62.56,40.75,15.91,20.18,102.3,59.04,18.69
12/3/2024,20.89,66.4,37.64,51.12,24.62,123.73,64.67,30.46,16.74,22.5,15.63,72.7,58.95,38.7,10.46,48.94,7.91,21.59,32.6,23.04,14.21,61.76,40.9,15.86,20.2,101.5,58.49,18.69
12/4/2024,20.93,65.2,36.9,51.02,24.21,122.45,64.57,29.92,16.64,22.25,15.57,72.1,57.27,38.99,10.17,49.99,7.84,21.36,32.4,22.84,14.03,62.09,40.1,15.91,20,101.4,57.94,18.5
12/5/2024,21.47,68,37.6,50.92,24.97,126.72,64.86,30.91,17.16,23.21,16.02,73.7,60.13,39.28,10.33,50.07,8.07,22.83,33.95,23.58,14.6,62.42,41.4,16.33,20.42,103,58.86,18.98
12/6/2024,21.43,67.3,38.09,51.02,24.86,127.57,65.14,31.6,17.25,23,15.89,73.4,60.23,39.14,10.29,50.25,7.95,23.41,33.8,23.53,14.43,62.56,41.5,16.24,20.92,102.8,58.67,18.84
12/9/2024,21.31,67.9,38.17,50.73,25,125.44,65.23,31.65,17.35,23.04,15.93,73.2,60.23,38.85,10.33,50.07,7.95,23.27,34,23.53,14.56,63.29,41.45,16.28,20.92,102.7,58.67,18.89
12/10/2024,21.18,68,38.21,51.61,24.93,127.57,64.95,31.3,17.99,23.25,15.83,72.7,59.94,38.99,10.46,50.6,7.95,23.32,33.5,23.43,14.52,62.76,40.95,16.28,20.6,102.6,58.49,18.74
12/11/2024,21.22,67,38.09,51.22,24.93,128.43,64.67,31.01,18.2,23.12,15.86,72.7,59.15,38.61,10.25,50.16,8.14,23.23,33.65,23.53,14.47,61.96,40.85,16.16,20.65,102.9,58.76,18.74
12/12/2024,21.14,67.5,38.09,51.91,24.9,128.17,64.48,31.2,18.43,22.92,15.86,72.1,59.15,38.12,10.17,50.07,8.07,23.1,33.8,23.62,14.52,62.09,40.75,16.12,20.45,102.9,59.13,18.79
12/13/2024,21.01,67.7,37.92,52.2,24.93,127.57,64.38,30.96,18.28,22.67,15.83,71.1,60.13,37.45,10.12,49.99,7.99,22.92,34,23.72,14.43,61.83,40.65,16.24,20.4,102.4,58.76,18.64
12/16/2024,21.01,68,38.21,51.32,24.86,127.91,64.1,30.76,18.31,22.5,15.73,71.1,60.13,37.45,10.25,49.9,7.99,23.18,34.1,23.67,14.38,61.83,40.95,16.28,20.35,102,59.5,18.59
12/17/2024,21.05,67.8,38.09,51.12,24.86,126.29,64.01,30.66,18.35,22.5,15.76,71,59.44,37.64,10.21,49.9,7.95,23.1,34.1,23.58,14.38,61.76,41.3,16.2,20.27,101.6,59.13,18.45
12/18/2024,21.01,67.8,38.29,51.22,24.86,126.89,64.48,30.91,18.35,22.79,15.8,71.4,59.35,38.03,10.41,49.99,7.95,23.27,34.2,23.58,14.43,61.83,40.9,16.16,20.3,100.7,59.22,18.5
12/19/2024,20.72,66.5,37.96,51.41,24.83,126.38,64.48,30.46,18.12,22.37,15.57,70.4,58.95,38.12,10.25,49.55,7.84,23.27,33.9,23.14,14.21,61.36,40.2,15.95,20.15,100,58.49,18.3
12/20/2024,20.72,67.7,37.96,50.24,24.79,127.57,64.57,30.46,18.04,22.25,15.67,70.3,59.74,37.74,10.08,49.2,7.8,23.32,33.85,23.19,14.12,61.43,40.35,15.99,20.25,99.2,59.5,18.4
12/23/2024,20.8,67.9,38.18,52.1,24.86,127.83,64.48,30.42,18.04,22.5,15.7,70.3,60.13,37.49,10,49.81,7.87,22.96,34.5,23.28,14.25,61.36,40.6,15.99,20.3,100.6,58.95,18.45
12/24/2024,20.89,67.9,37.68,51.81,24.83,128.34,64.2,30.27,18.04,22.25,15.6,70.2,60.43,37.2,9.96,49.81,7.87,23.05,34.7,23.38,14.25,61.16,40.35,16.07,20.3,101,58.86,18.45
12/25/2024,21.26,69.3,38.22,52.59,26.2,128.68,64.38,30.66,18.43,22.62,15.96,70.7,61.32,37.35,10.04,49.99,7.91,23.58,36.25,23.82,14.56,61.36,40.6,16.2,20.32,102,58.95,18.69
12/26/2024,21.35,69.7,38.57,51.61,26.2,127.83,64.48,30.46,18.62,22.5,16.25,70.5,60.63,37.2,10.04,50.25,7.91,23.41,37.1,23.72,14.69,61.16,40.65,16.66,20.32,101.5,58.86,18.74
12/27/2024,21.35,69.8,38.72,51.32,26.61,127.66,64.48,30.27,19.24,22.37,16.35,70.4,60.53,37.25,9.92,50.34,7.91,23.63,37.4,23.97,14.87,61.23,40.35,16.92,20.27,101.2,58.86,18.74
12/30/2024,21.22,69.8,37.83,51.02,26.68,128.43,64.2,30.12,20.55,22.29,16.19,70.1,60.13,36.96,10.04,50.61,7.87,23.5,37.85,23.77,14.78,61.1,40.3,16.66,20.27,100.1,58.4,18.74
12/31/2024,21.56,70.9,37.14,49.75,25.93,130.13,64.1,29.92,19.66,22.21,16.38,70,60.13,36.28,9.92,50.07,7.87,23.14,36.9,24.01,14.78,60.56,40,16.62,20.27,100,58.49,18.69
1/2/2025,21.39,70.8,37.78,50.53,26.13,129.71,64.1,30.07,19.35,22.5,16.45,70.8,59.74,36.91,9.92,50.16,7.87,23.05,37,23.72,14.69,61.03,40,16.62,20.27,99.9,58.21,18.64
1/3/2025,20.97,70.5,37.78,48.81,25.51,127.15,64.01,29.87,18.85,22.17,16.12,69.7,57.77,37.2,9.75,49.62,7.87,22.52,36.1,22.99,14.38,61.1,40,16.16,20.25,99.5,58.12,18.25
1/6/2025,20.72,70.3,38.37,47.59,25.51,127.4,63.54,28.99,18.89,21.71,15.93,67.2,56.19,37.11,9.55,48.36,7.91,22.12,36.25,22.99,14.25,61.69,40,16.16,20.25,99.7,57.66,18.3
1/7/2025,20.89,72.6,39.96,47.88,25.69,128.08,63.07,27.9,18.7,21.71,16.25,66.8,56.29,36.67,9.46,48.45,7.87,21.81,36.9,23.04,14.29,61.29,40,16.33,20.25,99.5,56.92,18.2
1/8/2025,20.89,72.6,39.91,48.47,25.93,126.55,63.16,28.25,17.97,21.87,16.21,67.7,57.27,37.06,9.63,48.45,7.91,21.94,36.7,23.33,14.38,61.36,40,16.41,20.25,99.4,56.92,18.35
1/9/2025,20.85,71.5,39.51,48.08,25.65,126.98,63.07,28.2,17.23,21.67,16.14,67.3,56.88,37.74,9.67,48.36,7.87,21.67,36.4,23.33,14.29,61.03,40.4,16.41,20.38,99.3,57.01,18.2
1/10/2025,20.64,70,38.67,48.57,25.72,125.7,62.78,27.61,16.66,21.29,15.88,65.5,56.68,36.87,9.63,48.36,7.8,21.05,35.2,22.8,14.12,60.7,40,16.28,20.25,98.6,56.55,18.01
1/13/2025,20.68,69.9,38.87,48.57,25.86,125.95,62.5,27.7,16.73,21.58,16.14,65,56.49,37.64,9.75,48.81,7.8,21.45,35.3,23.19,14.12,61.03,40,16.37,20.15,98.6,56.64,17.82
1/14/2025,20.6,70,38.57,49.84,25.34,123.82,62.97,27.36,16.31,21.54,15.99,63.7,56.39,38.46,9.63,49.17,7.76,21.28,35.4,22.99,14.12,60.9,40,16.37,20.1,98.5,56.83,17.67
1/15/2025,20.8,69.2,38.77,50.24,25.21,124.16,62.88,27.8,16.69,21.83,16.03,65.8,56.49,38.7,9.84,49.62,7.8,21.45,35.1,23.09,14.21,60.7,40,16.58,20.12,98.7,56.92,17.91
1/16/2025,20.76,69.3,38.97,50.24,25.24,125.01,62.97,28.05,16.73,21.92,16.06,66.3,56.98,38.7,9.79,48.72,7.8,21.67,35.45,23.23,14.25,61.56,40,16.62,20.23,98.9,57.1,17.91
1/17/2025,20.85,69.2,39.07,51.22,25.51,127.15,62.88,28.34,17.35,22.08,16.14,65.9,56.88,38.7,9.71,48.18,7.84,21.81,35.75,23.77,14.34,61.43,40.1,16.75,20.23,99,57.2,17.96
1/20/2025,20.89,69.1,39.46,51.22,25.58,128,63.73,28.3,17.74,22.04,16.4,65.5,56.68,38.56,9.59,48.81,7.84,21.76,35.95,23.77,14.56,60.9,40,16.96,20.2,98.8,57.1,17.91
1/21/2025,20.85,68.7,39.36,51.02,25.58,127.91,63.16,28,17.47,21.92,16.4,65.7,56.88,38.56,9.42,48.36,7.84,21.72,36.05,23.58,14.38,60.7,40,16.96,20.23,98.8,57.01,17.91
1/22/2025,20.76,67.4,39.07,49.75,25.58,127.74,62.88,27.61,16.96,21.79,16.36,65.2,56.58,37.88,9.34,48.45,7.8,21.67,36.35,23.58,14.29,60.56,39.5,16.83,20.2,98.8,56.83,17.86
1/23/2025,21.14,68,39.46,49.75,26.13,131.67,63.07,28.05,17.27,22.21,16.66,65.4,58.36,38.32,9.46,48.72,7.87,22.34,37,23.97,14.52,61.43,39.5,17.26,20.2,99,57.2,18.4
1/24/2025,21.18,69.3,39.56,49.84,26.06,130.9,63.91,28.39,17.47,22.12,16.81,68,59.25,38.22,9.5,48.54,7.91,22.43,37,24.11,14.6,61.49,39.5,17.42,20.2,99.8,57.38,18.4
2/3/2025,20.97,70,38.97,49.75,26.1,124.16,63.16,28.84,17.27,22,16.55,68,58.75,38.03,9.55,47.55,8.03,22.03,36.55,23.62,14.34,60.83,39,16.96,20.02,98.8,55.81,18.01
2/4/2025,21.1,70.3,39.21,50.43,27.02,124.76,63.16,29.08,17.43,22.37,16.85,68.6,58.75,38.7,9.71,47.55,8.1,22.47,37.3,24.01,14.69,61.1,38.75,17.17,20.05,98.2,55.54,18.25
2/5/2025,21.22,71.8,39.16,50.34,26.99,124.84,63.82,29.03,17.43,22.33,16.89,67.5,58.56,38.61,9.71,47.91,8.03,22.25,37.25,24.06,14.74,61.49,38.85,17.21,20.02,97.7,56.74,18.55
