time,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,SAB,SHB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB
3/11/2021,12.38,55.88,24.85,52.37,17.73,33.16,60.26,27.13,8.6,19.56,9.45,71.49,42.38,47.81,11.22,68.78,6.9,13.75,19.3,18.97,9.87,41.92,73.69,12.14,47.07,136.1,78.2,14.28
3/12/2021,12.36,54.64,24.88,52.37,17.62,33.07,59.22,28.42,8.68,19.58,9.45,71.49,41.93,47.81,11.18,69.56,7.06,13.57,19.2,18.92,9.87,41.7,73.61,12.19,47.07,135,77.74,14.52
3/15/2021,12.57,55.21,24.68,52.02,17.64,33.07,59.22,27.87,8.68,19.6,9.66,72.47,42.44,49.1,11.14,69.17,7.1,13.45,18.9,18.94,9.91,41.92,73.54,12.27,47.11,135,77.74,14.62
3/16/2021,12.55,54.27,24.34,51.59,17.5,35.02,58.7,27.09,8.73,19.43,9.58,72.06,42.6,49.7,11.06,70.58,7.46,13.25,18.9,18.82,9.84,41.66,73.32,12.21,46.85,134.6,76.83,14.47
3/17/2021,12.57,54.45,24.85,51.59,18.36,34.93,60.33,27.32,8.96,19.52,9.7,72.06,42.47,49.7,11.34,70.03,7.53,13.21,19.6,19.04,9.91,41.62,73.17,12.91,46.53,133.5,76.45,14.56
3/18/2021,12.74,54.83,25.83,52.54,18.8,35.02,59.68,28.24,8.96,19.64,9.76,73.45,42.73,49.61,11.26,70.58,7.77,13.49,19.7,19.82,10.01,42.44,73.47,12.84,47.38,134.9,77.97,14.96
3/19/2021,12.68,54.83,25.83,52.8,18.78,34.5,59.09,27.59,8.85,19.87,9.76,72.63,42.54,48.41,10.89,70.34,7.81,13.49,19.6,19.84,9.98,41.01,72.07,12.83,48.18,130.5,77.36,14.75
3/22/2021,12.53,54.74,25.63,53.84,19.08,34.02,58.83,27.32,8.78,19.71,9.58,72.14,42.18,48.15,11.02,69.95,7.65,13.53,19.2,19.51,9.94,42.23,73.17,12.67,47.69,132.7,76.67,14.65
3/23/2021,12.38,54.36,25.08,53.41,18.8,34.06,59.68,27,8.64,19.64,9.48,70.83,41.9,49.18,10.81,69.56,7.49,13.33,18.8,19.11,9.77,41.7,72.73,12.49,47.33,131,76.22,14.52
3/24/2021,12.17,52.09,24.19,51.5,18.1,33.29,58.57,25.89,8.31,19.16,9.23,69.69,41.54,48.41,10.37,68.58,7.18,12.68,18.4,18.56,9.3,41.22,71.62,12.29,47.96,128,75.08,14.39
3/25/2021,12.02,52.84,24.25,51.42,18.29,33.11,58.7,25.39,8.34,18.97,9.21,70.42,41.19,48.32,10.24,68.39,7.1,12.48,18.75,18.59,9.29,41.4,71.25,12.1,49.07,128.1,74.92,14.12
3/26/2021,12.17,53.98,24.16,50.55,18.13,32.9,57.99,25.11,8.39,19.47,9.19,70.34,41.58,48.07,10.32,67.61,7.77,12.52,18.95,18.61,9.22,41.31,70.52,12.14,49.96,130.5,74.09,14.16
3/29/2021,12.38,54.45,24.42,51.24,18.57,33.55,58.18,25.62,8.47,19.52,9.45,70.5,41.61,47.81,10.65,67.72,8.53,12.72,19.2,18.68,9.46,41.49,70.89,12.34,50.13,131.6,75.31,14.52
3/30/2021,12.49,54.74,24.6,51.94,18.75,33.33,58.25,25.94,8.54,19.58,9.46,72.47,41.38,47.72,10.73,68.39,9.37,12.88,20.5,18.92,9.6,41.27,70.96,13.02,52,131.6,75.46,14.67
3/31/2021,12.49,54.45,24.65,51.59,18.64,33.59,58.31,25.57,8.6,19.73,9.41,75.75,41.48,47.38,10.73,70.34,10.25,12.86,21.45,19.08,9.61,41.27,71.7,13.58,52.4,129.7,74.85,14.57
4/1/2021,12.7,54.36,25.23,52.71,19.06,34.45,58.9,26.17,8.73,20.44,9.76,75.58,42.95,48.41,11.1,69.95,10.76,13.75,21.6,19.37,9.67,42.18,72.95,14.01,54.67,132.5,76.83,14.98
4/2/2021,13,54.36,25.83,53.49,19.17,34.5,58.7,26.03,8.88,20.67,9.9,75.91,43.11,48.58,11.06,70.34,10.76,13.9,22.6,19.49,9.77,42.57,74.2,14.23,54.67,132.3,78.12,15.08
4/5/2021,13.04,54.36,26.15,52.54,19.5,34.41,58.12,26.03,9.01,20.78,10.16,76.16,42.89,48.07,11.1,70.15,9.69,14.18,23.15,19.6,9.8,44.4,74.94,14.96,55.25,132.3,78.04,15.16
4/6/2021,13.04,54.45,26.26,53.32,19.96,34.32,58.31,25.66,8.99,20.82,10.5,75.25,42.63,47.98,10.93,69.56,9.89,14.18,22.75,19.93,9.72,44.36,74.94,15.04,56.45,133,77.21,15.16
4/7/2021,12.91,53.98,26.15,54.88,19.96,34.41,57.92,25.76,9.04,20.84,10.63,76.81,43.01,47.98,11.34,69.17,9.97,14.32,22.3,19.93,9.94,44.36,74.05,14.96,56.76,133,76.14,15.18
4/8/2021,12.91,54.36,25.71,54.01,19.77,34.41,57.86,26.12,9.14,20.8,10.43,76.16,42.86,48.07,11.22,68,10.05,14.26,22.2,19.82,9.98,43.53,73.47,14.37,55.73,133,75.99,15.24
4/9/2021,12.91,54.08,25.43,54.01,19.73,35.49,57.73,26.22,9.12,20.89,10.48,75.42,42.63,48.07,11.22,68,10.09,14.28,22.7,19.65,9.94,42.44,72.88,14.23,55.51,131.8,75.91,15.4
4/12/2021,13.19,53.32,25.69,54.01,20.05,35.49,57.14,26.12,9.09,21.58,10.58,75.25,43.14,48.07,11.58,68.39,10.13,14.79,23.45,19.91,10.06,43.05,75.01,14.88,58.67,131.8,76.07,15.99
4/13/2021,12.98,53.32,25.05,52.63,19.52,34.89,55.91,25.34,9.01,21.12,10.4,77.14,43.14,47.21,11.26,67.76,10.13,14.42,22.7,19.65,10.22,42.44,75.53,14.59,62.53,131.9,76.07,16.22
4/14/2021,12.98,53.32,25.26,52.54,19.84,35.02,56.23,25.16,9.09,22.34,10.45,82.46,43.3,47.46,11.22,67.49,10.25,14.57,22.9,19.75,10.24,42.97,74.05,14.68,62.22,132,75.53,16.35
4/15/2021,12.7,49.72,24.71,51.5,19.59,34.58,55.91,24.51,8.91,22.97,10.23,81.89,42.76,46.78,10.89,67.1,10.37,14.12,22.35,19.32,9.94,42.44,74.57,14.57,62.62,131.7,75.38,16.32
4/16/2021,12.42,53.13,24.11,50.12,19.5,34.45,55.91,23.46,8.68,23.01,10.1,81.97,42.86,45.4,10.73,66.08,10.29,13.78,22.1,19.11,9.56,41.92,74.42,14.31,63.56,129,73.71,15.98
4/19/2021,12.64,53.89,24.68,51.5,19.73,35.23,56.69,23.92,8.9,24.36,10.2,87.7,43.94,45.14,10.65,66.43,10.68,14.1,22.9,19.65,9.77,42.88,77,14.59,64,129.2,73.1,16.17
4/20/2021,12.61,53.89,24.8,51.94,19.5,35.84,57.21,23.18,8.86,24.11,10.2,86.39,45.57,45.49,10.57,66.43,10.96,13.82,22.5,19.44,9.6,44.84,80.02,15.16,63.6,131,75.53,16.16
4/22/2021,12.19,53.03,23.53,50.2,18.17,34.58,55.78,21.57,8.57,23.18,9.76,80.41,45.57,43.85,10.04,65.5,11.04,12.86,21,18.75,9.32,44.84,75.97,14.96,61.69,130.4,74.54,15.99
4/23/2021,12.53,53.03,24.11,51.07,19.17,35.88,55.91,22.31,8.77,23.77,10.13,81.89,47.17,43.85,10.24,66.43,10.76,13.37,22.45,19.13,9.67,45.27,77.37,14.96,61.47,129.5,75.69,16.64
4/26/2021,12.49,53.03,23.25,49.68,18.43,35.02,52.98,21.8,8.64,23.22,9.9,77.79,45.57,42.95,9.84,66.43,10.8,12.84,22.55,18.64,9.37,42.92,73.39,15.1,58.45,127.5,73.02,17.3
4/27/2021,12.76,53.03,23.16,49.25,18.41,34.89,52.98,21.52,8.73,23.73,9.9,80.25,45.38,41.79,9.84,66.36,10.84,12.88,23.1,18.66,9.35,43.1,73.69,14.96,58.71,127.2,72.8,17.36
4/28/2021,12.68,53.03,23.3,49.68,18.45,34.93,53.24,23,8.75,23.6,10.11,81.07,44.77,42.99,9.92,66.36,10.92,13.01,24.2,18.87,9.41,43.1,74.35,15.38,58.45,126,71.27,17.95
4/29/2021,13,53.03,23.53,49.6,18.94,34.97,54.28,23.69,8.88,24.49,10.15,80.25,45.06,43.25,10,65.3,10.92,13.21,23.9,19.37,9.46,43.53,73.17,15.61,58.22,124.9,71.12,19.09
5/4/2021,12.93,53.03,23.71,48.13,19.96,35.84,54.15,23.23,8.86,25.21,10.45,78.53,44.58,42.69,9.8,63,10.48,13.33,24.1,20.5,9.67,43.14,73.1,15.55,59.38,124,69.68,19.42
5/5/2021,13.24,53.22,24.05,48.73,20.12,35.84,55.58,23.23,9.47,25,10.6,78.61,45.06,43.77,10.32,62.68,10.52,13.61,24.7,21.71,9.89,44.05,73.39,15.44,59.42,124.5,69.98,19.78
5/6/2021,13.06,53.22,23.68,48.47,19.91,35.75,55.19,23.27,9.38,25.04,10.57,78.28,45.41,43.68,10,60.96,10.74,13.31,24.4,22.25,9.72,43.23,72.73,16.42,58.89,122,68.16,20.17
5/7/2021,13.21,52.84,23.33,46.92,20.33,35.88,54.61,22.81,9.78,25.63,10.57,77.79,44.84,43.6,9.84,59.79,10.74,13.25,24,22.23,10.05,42.23,71.55,16.48,58.67,119.5,66.18,20.07
5/10/2021,13.58,52.09,23.76,48.56,20.8,37.09,55.91,22.67,10.04,26.55,11.1,83.2,44.17,45.83,9.92,58.81,10.52,14.06,24.3,22.72,10.74,42.7,73.02,16.56,58.89,119.2,70.74,20.33
5/11/2021,13.43,51.8,24.16,48.47,20.52,36.83,55.45,23.23,9.78,26.13,10.93,83.12,43.97,45.57,10,59.48,10.31,13.86,24.65,22.2,10.7,42.62,72.21,17.2,58.22,119,69.37,20.56
5/12/2021,13.56,51.8,24.48,49.17,20.89,36.92,56.17,24.84,9.84,26.43,11.1,85.16,44.61,45.83,10.12,59.28,10.39,14.1,26.35,23.27,11.03,42.36,71.99,17.29,57.69,119,69.83,20.89
5/13/2021,13.58,51.61,24.45,48.13,21.59,36.31,55.65,24.38,9.87,25.92,11.02,84.34,44.77,46.43,9.92,60.26,11.4,14.2,26.3,22.67,10.87,42.14,71.48,17.18,56.22,117,68.84,21.25
5/14/2021,13.68,51.52,24.31,48.3,21.82,36.66,54.67,24.19,10.17,25.88,11.03,88.52,45.57,47.12,9.96,60.53,12.54,14.3,26.4,22.98,11.03,42.18,71.62,17.49,55.69,117.9,68.08,21.74
5/17/2021,13.71,51.14,23.99,47.26,21.7,37.05,53.63,23.32,10.15,26.09,11,85.33,45.25,46.43,9.88,60.38,13.02,14.36,25.95,22.6,11.25,41.79,74.28,17.12,55.11,114,66.33,21.48
5/18/2021,13.6,51.14,23.48,46.74,21.61,37.61,53.31,22.81,9.97,26.72,11.13,86.06,45.32,46.43,9.76,60.18,12.85,14.28,27.3,22.84,11.08,41.18,72.88,16.45,53.78,113,66.18,21.93
5/19/2021,13.73,51.05,23.48,46.05,22.28,39.25,53.05,23.32,10.25,27.86,11.53,88.44,45.32,46.6,9.51,59.99,12.89,14.59,28.5,23.67,11.36,40.96,73.98,16.98,53.38,110,66.56,22.03
5/20/2021,14.03,50.67,24.02,45.7,22.7,41.28,52.53,22.72,10.43,28.07,11.53,93.02,47.97,46.78,9.31,59.44,12.72,15.6,29.4,23.71,11.39,43.1,75.16,17.35,54.62,111,66.94,21.8
5/21/2021,14.07,49.91,25.69,46.14,22.4,40.55,52.66,23.32,10.4,27.65,11.58,91.63,46.5,49.36,9.51,58.7,12.76,15.8,28.85,24,11.39,42.14,76.56,17.2,54.45,112.7,67.85,22.13
5/24/2021,14.07,52.47,26.4,47,23.77,40.42,53.31,24.93,10.35,27.57,11.62,91.71,46.69,48.41,9.59,60.14,12.81,16.12,28.9,24.04,11.51,42.4,78.11,17.12,54.27,113.5,69.37,21.77
5/25/2021,14.26,52.47,26.81,47.78,23.72,40.55,53.89,24.84,10.59,28.41,11.97,93.02,46.69,48.32,9.67,61.71,12.89,16.57,29.35,24.38,12.12,43.44,77.08,17.12,54.36,113.3,68.84,21.8
5/26/2021,14.43,52.47,26.78,48.04,23.91,41.2,53.24,25.25,10.69,28.58,12.54,93.02,46.34,47.55,9.47,64.01,13.16,16.59,29.5,24.94,12.41,43.71,77.89,17.68,54.09,113,69.22,22.06
5/27/2021,14.33,50.67,26.06,48.56,23.3,40.55,52.07,25.62,10.43,28.16,12.2,90.08,45.54,46.35,9.47,63.7,12.94,16.04,29.8,24.28,12.12,42.97,76.93,17.91,53.47,113,68.84,21.96
5/28/2021,14.59,51.14,27.06,48.04,23.77,40.98,53.31,26.44,10.7,28.28,12.6,92.12,45.64,47.12,9.51,63.11,13.24,16.94,31.85,25.04,12.46,43.36,77.08,18.05,53.25,112,69.3,22.39
5/31/2021,15.53,50.19,27.95,46.83,24.65,42.32,53.7,26.31,11.01,30.21,12.7,90.16,44.29,46.95,9.55,60.77,13.33,17.99,33.8,25.37,12.93,42.92,75.6,19.23,52.22,110,68.84,22.58
6/1/2021,15.8,49.81,27.55,46.4,24.42,43.75,54.41,26.08,11.18,31.82,12.77,87.62,43.65,47.03,9.84,60.18,13.59,17.71,32.4,25.08,13.05,45.14,76.63,20.01,53.33,106.2,68.38,22.62
6/2/2021,16.73,49.25,27.21,46.4,24.14,42.94,56.82,25.62,11.08,30.96,12.87,86.55,44.39,47.46,9.67,59.4,13.64,18.64,32.2,24.94,12.84,46.14,76.93,20.21,52.22,106.6,68,22.91
6/3/2021,17.22,49.25,28.01,47.52,24.88,42.79,57.4,26.22,11.67,31.13,13.76,85.98,44.45,47.64,10.32,60.14,14.21,19.81,32.75,25.89,13.2,46.45,77.67,20.77,52.67,106.9,68.61,23.04
6/4/2021,17,49.25,28.13,49.43,25.07,42.54,59.42,27.5,11.55,31.25,13.89,87.87,43.97,49.18,10.65,60.07,14.25,19.75,32.15,25.79,13.46,45.66,77,20.77,53.78,107.4,68.08,23.4
6/7/2021,16.13,48.49,26.86,50.64,24.14,41.54,58.96,28.88,11.29,30.21,13.29,85.57,43.53,48.67,10.49,60.61,13.16,19.1,30.7,24.75,12.84,44.84,78.11,20.26,54.67,111.8,68.85,23.5
6/8/2021,15.08,48.39,25.71,49.34,22.75,40.58,57.27,26.9,10.53,28.67,12.47,85.16,43.49,47.03,9.84,61.28,12.72,17.83,28.6,23.38,12.08,43.53,77.59,19.62,53.25,117.2,69.08,23.34
6/9/2021,15.93,47.54,26.09,48.82,23.44,41.03,56.82,26.95,10.88,28.84,12.89,85.57,43.62,46.26,9.84,61.32,13.73,18.92,29.6,24,12.39,44.4,78.18,20.63,52.8,115.3,68.62,23.43
6/10/2021,15.99,47.54,25.2,48.04,22.98,41.13,55.97,26.22,10.66,29.58,12.67,84.43,43.27,45.14,9.67,62.53,12.94,19.04,28.9,23.67,12.17,44.32,76.71,20.39,51.78,113.8,71.01,23.43
6/11/2021,16.25,49.25,25.94,49.6,24.56,41.94,56.56,26.81,11.23,30.44,13.17,86.8,43.81,46.43,9.8,64.13,13.07,20.3,30.5,24.85,12.63,44.75,78.11,20.71,52.45,115.5,70.85,23.4
6/14/2021,15.99,50.19,25.77,51.94,24.37,42.09,58.18,27.36,11.11,30.73,13.14,87.54,44.17,47.29,9.92,64.68,12.81,21.47,30.8,24.89,12.53,44.4,80.98,20.35,53.33,115.7,71.24,23.14
6/15/2021,16.58,52.09,25.77,52.97,24.18,41.79,57.66,29.25,11.32,30.5,13.14,87.21,44.1,47.12,9.8,65.85,12.28,21.47,30.1,24.71,12.43,44.75,82.97,19.96,54.09,117,71.55,21.7
6/16/2021,16.27,51.99,26,52.2,23.44,41.74,59.74,29.48,11.01,29.7,12.94,85.33,43.81,48.15,9.8,66.04,11.84,20.4,29.2,23.95,12.29,45.27,81.05,19.57,52.93,116.5,70.7,21.8
6/17/2021,16.37,52.09,26.35,53.67,23.44,41.49,61.04,31.23,10.95,29.47,13.34,84.34,44.45,48.75,10.08,64.87,11.93,20.85,29.4,23.71,12.22,45.36,80.32,19.65,52,116.5,70.08,21.54
6/18/2021,16.41,52.09,26.49,52.8,23.77,42.09,60.26,31.73,11.16,29.87,13.56,87.21,45.09,48.58,10,66.9,12.06,20.85,29.65,24.09,12.25,47.23,82.9,19.8,52.18,116,70.93,21.7
6/21/2021,16.3,51.61,25.83,51.68,23.35,42.99,60.46,31.73,10.97,29.35,13.59,89.01,46.63,50.39,10.16,66.43,11.8,20.23,29.85,23.81,12.17,46.4,82.53,19.8,52.18,114,69.77,21.7
6/22/2021,16.72,51.9,25.83,51.85,24.09,42.89,61.69,31.6,11.19,29.64,14.04,88.85,46.69,50.39,10.2,65.3,11.93,20.44,30.2,24.04,12.24,46.84,82.16,19.88,52.22,115,69.77,21.54
6/23/2021,16.79,51.71,26.06,50.9,24.46,42.64,61.04,30.81,11.16,29.47,14.01,87.46,46.05,49.6,10,66.51,11.8,20.61,29.75,24.14,12.34,47.75,82.01,19.84,51.96,115.1,69.31,22.52
6/24/2021,16.98,51.71,25.94,50.2,24.79,42.54,62.28,32.01,11.16,29.01,14.04,87.21,46.05,49.16,9.88,67.18,11.84,20.73,29,24.04,12.31,48.19,82.6,19.65,52.22,115.5,68.31,22.39
6/25/2021,17.05,51.71,26.15,50.46,24.97,42.79,63.71,32.15,11.5,29.07,14.08,87.13,45.96,49.6,9.88,67.18,11.88,22.18,29.5,24.38,12.39,49.02,82.6,19.29,52.22,115.9,69.08,22.26
6/28/2021,17.21,51.52,26.92,51.94,25.25,43.04,63.71,33.39,11.73,30.04,14.41,89.18,46.53,50.13,9.88,66.86,12.28,22.26,30.2,25.32,13,49.02,85.11,19.63,51.87,115.5,68.7,22.19
6/29/2021,17.09,51.52,26.92,51.16,25.02,44.5,62.37,32.84,11.7,29.7,14.53,88.85,47.01,49.34,9.8,66.28,12.5,22.55,31,25.27,12.88,49.63,87.39,19.65,52.45,120,70.08,21.83
6/30/2021,16.74,51.52,27.12,50.55,24.46,44.2,62.37,32.19,11.57,29.53,14.49,91.22,48.61,48.11,9.8,66.08,12.59,22.71,30.6,24.89,12.69,50.67,86.95,19.43,52.89,121.5,69.62,22.1
7/1/2021,16.86,51.33,27.15,51.07,24.32,44.65,63.17,33.48,11.88,30.27,14.53,93.74,48.32,48.72,9.84,65.54,12.45,23.74,31,25.18,12.84,50.67,86.36,19.29,52.71,120.7,70,22.98
7/2/2021,16.93,51.14,27.01,51.16,24.46,46.16,64.78,33.3,12.12,29.98,14.53,94.07,50.15,48.63,9.76,66.12,12.72,23.91,31.5,25.65,13.03,50.02,86.95,19.69,52.22,120.6,69.39,23.53
7/5/2021,17.8,51.14,26.78,50.46,24.18,46.56,61.7,33.39,12.19,29.35,14.41,92.17,53.25,47.84,9.51,65.07,13.16,23.33,32.6,27.4,13.57,49.45,87.32,19.72,51.11,118.3,68.7,23.73
7/6/2021,16.88,51.05,25.26,48.39,22.51,43.7,57.54,31.09,11.41,27.52,13.41,90.02,49.57,45.39,9.31,64.09,13.11,21.72,30.35,25.51,12.62,48.76,81.28,19.84,49.78,119.3,67,23.17
7/7/2021,17.14,50.86,26.12,47.17,23.4,45.45,61.36,31.87,11.89,28.61,14.08,95.8,53.03,46.7,9.27,63.5,13.02,22.51,31.05,26.74,12.95,49.36,86.21,19.57,50.67,121.8,69.16,23.07
7/8/2021,16.98,50.86,26.29,47.52,23.13,45.1,62.37,31.23,11.71,28.09,14.08,98.94,55.17,45.91,9.23,63.5,12.32,22.46,30.2,26.74,13.03,48.32,84.74,20.2,49.33,120.3,68.08,22.62
7/9/2021,16.51,50.67,25.77,45.96,22.53,45.05,61.5,29.07,11.41,27.12,13.99,96.55,56.45,44.6,8.78,62.53,11.4,21.72,29.1,26.74,12.77,47.8,82.9,20.59,48.27,118.9,67,22.45
7/12/2021,15.36,47.83,24.11,43.54,20.97,43.24,59.01,27.04,11.01,25.77,13.45,99.02,56.48,43.59,8.25,62.06,10.39,20.44,28.4,25.27,12.1,46.62,79.58,19.33,46.22,120,66.46,20.89
7/13/2021,15.43,49.53,24.34,43.89,20.73,43.7,61.36,27.59,11.06,26.09,13.45,94.98,55.97,44.77,8.58,61.35,10.66,21.39,28.7,25.46,12.01,45.01,80.69,18.74,45.78,119.9,64.92,20.89
7/14/2021,14.89,46.07,24.45,43.28,20.19,42.79,61.23,26.95,10.64,25.8,13.02,95.97,53.25,44.68,8.5,62.53,10.92,21.06,27.4,24.09,11.39,44.32,80.69,17.45,45.78,117,65.46,20.07
7/15/2021,15.36,42.85,24.51,43.71,20.97,42.89,60.69,28.05,10.82,26.66,13.23,94.98,53.44,44.68,8.7,62.49,11.97,22.18,28.8,24.61,11.63,44.62,81.28,17.64,45.33,114.8,65.62,20.89
7/16/2021,15.76,40.82,24.39,44.15,20.76,43.6,60.36,28.84,10.9,26.8,13.14,99.52,53.76,44.86,8.62,61.75,12.32,21.8,28.45,24.38,11.7,44.62,80.32,17.62,47.02,115.4,66.15,21.05
7/19/2021,15.08,38.54,22.76,41.55,19.32,42.54,58.14,26.86,10.4,25.4,12.26,98.61,50.05,43.02,8.21,60.38,11.23,20.36,27.5,22.67,10.89,42.23,76.85,16.4,45.73,114,65.46,19.58
7/20/2021,15.9,37.98,23.53,43.19,19.92,43.6,59.69,28.33,10.88,27.12,12.59,101.58,52.64,43.32,8.37,60.57,11.88,21.76,28.1,23.38,11.39,43.62,78.55,16.5,45.78,114.5,66.15,19.78
7/21/2021,15.85,37.12,23.36,42.85,19.68,43.49,58.61,27.78,10.49,26.8,12.64,100.76,52.26,43.89,8.33,61.28,11.71,21.27,27.85,23.76,11.43,43.1,79.58,16.15,46.22,114,65.69,19.68
7/22/2021,15.99,39.71,23.53,43.97,20.07,44.9,59.95,28.97,10.56,27.06,12.8,101.5,52.83,44.68,8.41,61.08,11.93,21.56,28,24.14,11.69,43.66,81.79,16.39,47.2,114,66.85,19.84
7/23/2021,15.48,39.85,23.07,43.63,19.47,45.45,59.01,28.51,10.54,26.26,12.53,98.28,51.71,44.07,8.54,60.03,11.58,20.9,28.7,23.38,11.39,42.23,79.29,15.8,46.22,113.4,67.46,19.09
7/26/2021,15.34,39.23,22.96,43.8,19.26,47.06,59.22,29.89,10.59,26.14,12.28,100.02,51.27,43.81,8.54,59.99,11.58,20.98,28.7,23.15,11.36,41.79,80.76,15.15,46.31,114,68.46,18.51
7/27/2021,15.55,39.42,23.07,43.71,19.47,46.81,59.69,30.17,10.59,26.49,12.37,103.65,50.53,44.16,8.78,60.38,11.75,21.47,29.1,23.5,11.77,41.36,79.43,15.6,46.36,114.9,67.39,18.6
7/28/2021,15.55,38.8,23.25,43.45,19.71,46.21,59.75,30.03,10.72,26.77,12.46,102.82,50.24,44.33,8.62,60.38,11.8,21.64,28.9,23.48,11.81,42.23,78.48,15.83,46.76,114.4,66.92,18.37
7/29/2021,16.02,39.71,23.53,43.63,20.31,46.91,60.02,30.49,10.88,27,12.82,105.47,52.07,44.77,8.66,61.35,11.88,22.3,29.3,23.9,11.98,42.62,79.51,15.93,46.71,114.4,66.85,18.83
7/30/2021,16.95,39.99,23.59,44.23,20.61,47.21,60.09,31,10.98,27.12,13.05,110.67,52.48,45.03,8.7,62.14,12.19,22.55,29.9,24.14,12.08,42.66,79.8,16.35,47.65,113,66.31,19.91
8/2/2021,16.67,39.99,24.42,45.27,20.22,48.01,62.7,30.81,11.14,27.09,13,112.49,54.34,45.21,8.74,60.61,11.97,22.71,29.3,24,11.89,42.23,79.65,16.4,47.78,115.5,66.62,19.71
8/3/2021,16.79,39.99,24.88,45.62,20.43,48.12,62.37,31,11.37,27.09,13.23,113.81,54.34,44.95,8.78,60.69,12.06,23.33,29.8,24.47,11.93,43.01,81.72,16.35,50.89,116,67.08,19.84
8/4/2021,16.65,39.9,24.68,46.57,20.37,48.01,63.04,30.77,11.42,27.23,13.41,112.32,54.37,45.91,8.82,61.47,12.02,23.46,30.65,24.56,12.12,42.88,81.42,16.25,50.67,116.2,67.08,19.75
8/5/2021,16.88,39.99,24.65,46.4,20.49,48.52,62.9,32.06,11.57,27.98,13.54,111.5,55.33,46,8.78,60.85,12.63,23.74,31.05,24.8,12.39,43.27,82.31,16.5,50.67,116.5,66.69,20.17
8/6/2021,16.67,42.77,24.62,46.57,20.46,48.52,61.97,31.46,11.41,27.75,13.38,111.08,54.85,46.44,8.94,60.65,12.72,23.29,30.3,24.47,12.25,42.7,83.93,16.39,50.36,117.4,67.16,19.78
8/9/2021,17.12,44.78,24.77,46.66,20.7,48.97,62.37,32.38,11.57,28.49,13.5,116.45,55.58,46.44,9.06,60.61,12.76,24.49,30.7,24.8,12.39,42.79,86.51,16.5,50.27,119.5,67.54,19.91
8/10/2021,17.12,43.87,24.85,46.22,20.76,49.12,64.38,32.19,11.58,28.32,13.38,114.39,55.62,47.23,9.15,60.22,12.94,24.53,30.6,24.71,12.43,43.1,86.21,16.42,50.22,118.7,68.85,19.75
8/11/2021,16.88,42.58,24.74,46.92,20.55,48.27,64.04,31.37,11.55,28.06,13.41,112.82,55.97,46.88,9.31,60.26,12.72,23.83,30.4,24.71,12.77,43.75,85.48,16.35,49.33,118.7,70,19.97
8/12/2021,16.56,43.06,24.57,47.87,20.61,47.11,63.37,31.55,11.42,27.75,13.32,110.67,54.37,46.53,9.23,59.83,12.67,23.83,29.6,24.56,12.57,43.49,86.21,16.11,49.38,118.7,69.7,20.2
8/13/2021,16.58,42.19,24.42,47.09,20.55,47.71,62.37,32.01,11.32,27.89,13.36,110.26,54.69,46.44,9.19,59.32,12.72,24.36,29.7,24.66,12.57,43.36,88.42,16.03,49.29,118,69.23,20.76
8/16/2021,16.74,42.58,24.85,46.92,21.03,48.02,63.17,34.22,11.65,28.35,13.99,110.26,54.4,45.74,9.31,59.24,12.85,25.64,30.3,25.51,12.81,43.79,85.48,16.42,49.16,117.3,68.93,21.41
8/17/2021,16.7,42.58,24.65,46.4,20.73,47.61,61.97,34.49,11.65,28.9,14.08,109.43,54.34,45.3,9.23,56.86,12.94,25.31,30.15,25.18,12.89,43.97,81.79,16.37,49.45,117.3,68.77,21.25
8/18/2021,16.67,43.06,24.48,47.35,20.67,47.71,62.1,34.54,11.6,28.9,14.04,111.08,55.17,45.3,9.27,57.06,12.89,24.86,29.95,24.94,12.86,43.97,81.05,16.15,48.95,118,69.31,20.89
8/19/2021,16.56,43.53,24.39,47.61,20.55,47.97,60.96,35.69,11.73,29.18,14.04,112.57,55.17,45.21,9.23,57.84,12.81,25.89,29.95,25.04,12.67,44.75,81.79,15.93,52,120,69.54,21.08
8/20/2021,15.76,43.53,23.25,46.22,19.59,47.1,58.68,33.44,11.24,28.09,13.5,110.5,52.45,43.54,8.86,55.88,12.45,25.81,28.3,23.86,12.08,43.58,79.65,15.21,48.85,119.8,67.62,20.4
8/23/2021,15.01,43.01,22.56,45.01,19.59,46.19,57.54,31.46,10.95,27.23,12.91,104.89,50.56,42.58,8.58,54.71,12.02,26.18,27,23.03,11.67,42.36,78.99,14.15,48.1,120.3,66.23,19.78
8/24/2021,15.15,42.58,22.62,45.53,19.62,46.65,57.67,31.27,10.98,27.38,12.89,106.13,51.33,42.84,8.58,55.65,11.84,25.27,27.25,23.15,11.75,42.23,79.07,14.09,47.7,122.8,66.46,19.91
8/25/2021,15.22,42.58,22.64,45.62,19.26,46.65,58.55,32.38,11.01,27.75,12.91,111.5,51.65,43.5,9.15,57.52,12.06,25.6,27.35,23.22,12.05,42.44,78.84,14.54,47.3,127,66.92,20.04
8/26/2021,14.98,42.48,22.16,45.53,18.69,46.39,57.87,32.65,10.94,27.35,12.68,110.67,51.81,42.75,9.23,57.68,12.37,25.23,27.1,22.82,11.77,42.14,78.55,14.26,46.55,125.8,67,19.84
